"customerid","count","quarter","referred_a_friend","number_of_referrals","tenure_in_months","offer","phone_service","avg_monthly_long_distance_charges","multiple_lines","internet_service","internet_type","avg_monthly_gb_download","online_security","online_backup","device_protection_plan","premium_tech_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","satisfaction_score","customer_status","churn_label","churn_value","churn_score","cltv","churn_category","churn_reason","country","state","city","zip_code","lat_long","latitude","longitude","gender","age","under_30","senior_citizen","married","dependents","number_of_dependents","population"
"9369-XFEHK",1,"Q3","Yes",1,33,"None","Yes","33.19","Yes","Yes","Cable",15,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","80.60","2656.50","0.00","0.00","1095.27","3751.77",2,"Churned","Yes",1,72,3601,"Competitor","Competitor offered more data","United States","California","Pleasanton","94566","37.633361, -121.862395","37.63336100","-121.86239500","Female",76,"No","Yes","Yes","No",0,36669
"1374-DMZUI",1,"Q3","No",0,4,"Offer E","Yes","49.50","Yes","Yes","Fiber Optic",23,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","94.30","424.45","0.00","0.00","198.00","622.45",2,"Churned","Yes",1,91,5419,"Competitor","Competitor made better offer","United States","California","San Ramon","94583","37.766556, -121.976784","37.76655600","-121.97678400","Female",65,"No","Yes","No","No",0,44078
"1989-PRJHP",1,"Q3","Yes",1,27,"None","Yes","10.60","Yes","Yes","Fiber Optic",23,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","75.50","1893.95","0.00","0.00","286.20","2180.15",1,"Churned","Yes",1,65,2377,"Competitor","Competitor had better devices","United States","California","Pleasanton","94588","37.685052, -121.912061","37.68505200","-121.91206100","Male",75,"No","Yes","Yes","No",0,28568
"4822-RVYBB",1,"Q3","No",0,8,"Offer E","Yes","40.45","Yes","Yes","Fiber Optic",29,"No","No","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","100.60","819.40","0.00","0.00","323.60","1143.00",1,"Churned","Yes",1,90,5906,"Attitude","Attitude of support person","United States","California","Berkeley","94704","37.871416, -122.246597","37.87141600","-122.24659700","Male",75,"No","Yes","No","No",0,21205
"4184-TJFAN",1,"Q3","Yes",1,3,"Offer E","Yes","25.77","No","Yes","Fiber Optic",2,"Yes","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Mailed Check","88.30","273.75","0.00","0.00","77.31","351.06",1,"Churned","Yes",1,68,4486,"Attitude","Attitude of support person","United States","California","Berkeley","94707","37.897753, -122.279391","37.89775300","-122.27939100","Female",68,"No","Yes","Yes","No",0,11889
"4145-UQXUQ",1,"Q3","No",0,8,"Offer E","Yes","42.93","No","Yes","Fiber Optic",9,"No","No","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","92.10","729.95","0.00","0.00","343.44","1073.39",1,"Churned","Yes",1,81,5662,"Competitor","Competitor had better devices","United States","California","Berkeley","94710","37.872902, -122.303708","37.87290200","-122.30370800","Female",71,"No","Yes","No","No",0,8157
"1236-WFCDV",1,"Q3","No",0,14,"None","Yes","11.31","No","Yes","Fiber Optic",24,"No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","No","Credit Card","90.45","1266.10","0.00","0.00","158.34","1424.44",3,"Churned","Yes",1,96,4777,"Competitor","Competitor offered more data","United States","California","Greenbrae","94904","37.946617, -122.563571","37.94661700","-122.56357100","Male",74,"No","Yes","No","No",0,12010
"1271-SJBGZ",1,"Q3","No",0,12,"None","No","0.00","No","Yes","DSL",10,"No","No","Yes","Yes","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","43.65","526.95","0.00","0.00","0.00","526.95",1,"Churned","Yes",1,74,2437,"Competitor","Competitor had better devices","United States","California","Forest Knolls","94933","38.010092, -122.689442","38.01009200","-122.68944200","Male",77,"No","Yes","No","No",0,1025
"4441-NIHPT",1,"Q3","No",0,13,"None","Yes","40.37","No","Yes","Fiber Optic",21,"No","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","74.30","940.35","0.00","0.00","524.81","1465.16",1,"Churned","Yes",1,90,2995,"Competitor","Competitor had better devices","United States","California","Freedom","95019","36.936228, -121.785559","36.93622800","-121.78555900","Female",73,"No","Yes","No","No",0,4753
"8999-BOHSE",1,"Q3","No",0,11,"None","Yes","3.96","No","Yes","Fiber Optic",27,"No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal","89.70","1047.70","0.00","0.00","43.56","1091.26",2,"Churned","Yes",1,89,2202,"Attitude","Attitude of support person","United States","California","Gilroy","95020","37.03889, -121.528955","37.03889000","-121.52895500","Female",68,"No","Yes","No","No",0,49968
"7029-RPUAV",1,"Q3","Yes",1,17,"None","Yes","28.18","Yes","Yes","Cable",16,"No","No","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Credit Card","100.45","1622.45","0.00","0.00","479.06","2101.51",3,"Churned","Yes",1,87,5508,"Competitor","Competitor offered more data","United States","California","Los Gatos","95030","37.222842, -121.988727","37.22284200","-121.98872700","Male",74,"No","Yes","Yes","No",0,13290
"8111-SLLHI",1,"Q3","Yes",1,39,"None","Yes","33.25","Yes","Yes","Fiber Optic",26,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","105.65","4284.80","0.00","0.00","1296.75","5581.55",3,"Churned","Yes",1,96,4687,"Attitude","Attitude of support person","United States","California","San Jose","95128","37.316146, -121.936285","37.31614600","-121.93628500","Male",65,"No","Yes","Yes","No",0,32804
"5293-WXJAK",1,"Q3","Yes",5,11,"None","Yes","17.25","Yes","Yes","Fiber Optic",27,"No","No","Yes","Yes","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","104.05","1133.65","0.00","0.00","189.75","1323.40",3,"Churned","Yes",1,82,4553,"Competitor","Competitor offered more data","United States","California","San Jose","95135","37.28682, -121.723877","37.28682000","-121.72387700","Female",73,"No","Yes","Yes","No",0,15798
"4086-YQSNZ",1,"Q3","Yes",1,3,"Offer E","Yes","3.29","No","Yes","Fiber Optic",9,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","80.40","224.05","0.00","0.00","9.87","233.92",2,"Churned","Yes",1,89,3834,"Attitude","Attitude of service provider","United States","California","Glencoe","95232","38.358464, -120.579304","38.35846400","-120.57930400","Female",74,"No","Yes","Yes","No",0,21
"8399-YNDCH",1,"Q3","No",0,21,"None","Yes","34.62","No","Yes","DSL",14,"No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","60.05","1236.15","0.00","0.00","727.02","1963.17",1,"Churned","Yes",1,70,4716,"Competitor","Competitor had better devices","United States","California","Columbia","95310","38.085839, -120.37855","38.08583900","-120.37855000","Male",80,"No","Yes","No","No",0,2144
"5565-FILXA",1,"Q3","No",0,16,"None","Yes","38.75","Yes","Yes","Fiber Optic",16,"No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","96.15","1529.20","0.00","0.00","620.00","2149.20",2,"Churned","Yes",1,96,5913,"Other","Don't know","United States","California","Escondido","92027","33.141265, -116.967221","33.14126500","-116.96722100","Female",76,"No","Yes","No","No",0,48690
"4187-CINZD",1,"Q3","No",0,46,"None","Yes","6.13","No","Yes","Fiber Optic",30,"No","Yes","No","No","Yes","Yes","No","Yes","One Year","No","Credit Card","95.25","4424.20","0.00","0.00","281.98","4706.18",2,"Churned","Yes",1,90,3180,"Competitor","Competitor had better devices","United States","California","Lakewood","90712","33.840524, -118.148403","33.84052400","-118.14840300","Female",73,"No","Yes","No","No",0,30173
"6818-WOBHJ",1,"Q3","Yes",1,68,"Offer A","Yes","24.13","Yes","Yes","Fiber Optic",24,"No","Yes","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.60","6127.60","0.00","0.00","1640.84","7768.44",1,"Churned","Yes",1,69,5651,"Competitor","Competitor had better devices","United States","California","Fulton","95439","38.493888, -122.777141","38.49388800","-122.77714100","Female",70,"No","Yes","Yes","No",0,476
"9134-CEQMF",1,"Q3","Yes",1,7,"Offer E","Yes","13.63","No","Yes","Fiber Optic",27,"No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.50","676.70","0.00","0.00","95.41","772.11",2,"Churned","Yes",1,89,3077,"Dissatisfaction","Network reliability","United States","California","Nice","95464","39.12334, -122.838198","39.12334000","-122.83819800","Male",75,"No","Yes","Yes","No",0,2223
"8519-IMDHU",1,"Q3","Yes",1,15,"None","Yes","45.25","Yes","Yes","Cable",22,"No","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","85.60","1345.55","0.00","0.00","678.75","2024.30",1,"Churned","Yes",1,83,4981,"Competitor","Competitor had better devices","United States","California","Alderpoint","95511","40.166028, -123.584144","40.16602800","-123.58414400","Male",74,"No","Yes","Yes","No",0,261
"3372-KWFBM",1,"Q3","No",0,16,"None","Yes","19.18","Yes","Yes","Fiber Optic",22,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","86.60","1281.00","0.00","0.00","306.88","1587.88",3,"Churned","Yes",1,81,2508,"Dissatisfaction","Network reliability","United States","California","Bayside","95524","40.825486, -124.049485","40.82548600","-124.04948500","Male",76,"No","Yes","No","No",0,1689
"7206-GZCDC",1,"Q3","No",0,1,"Offer E","Yes","29.68","No","Yes","Cable",18,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","69.25","69.25","0.00","0.00","29.68","98.93",2,"Churned","Yes",1,75,4371,"Attitude","Attitude of support person","United States","California","Loleta","95551","40.665952, -124.240051","40.66595200","-124.24005100","Female",75,"No","Yes","No","No",0,1447
"1768-ZAIFU",1,"Q3","No",0,1,"None","No","0.00","No","Yes","Cable",5,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","25.20","25.20","0.00","0.00","0.00","25.20",1,"Churned","Yes",1,67,5688,"Competitor","Competitor made better offer","United States","California","Rio Dell","95562","40.485849, -124.163234","40.48584900","-124.16323400","Female",74,"No","Yes","No","No",0,3284
"3793-MMFUH",1,"Q3","No",0,13,"None","Yes","19.03","Yes","Yes","Fiber Optic",24,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","95.05","1290.00","0.00","0.00","247.39","1537.39",1,"Churned","Yes",1,90,2230,"Competitor","Competitor made better offer","United States","California","Davis","95618","38.544002, -121.685559","38.54400200","-121.68555900","Female",73,"No","Yes","No","No",0,648
"6567-HOOPW",1,"Q3","No",0,1,"None","Yes","20.06","No","Yes","Fiber Optic",24,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","79.20","79.20","0.00","0.00","20.06","99.26",3,"Churned","Yes",1,76,4363,"Competitor","Competitor made better offer","United States","California","Folsom","95630","38.672638, -121.147403","38.67263800","-121.14740300","Female",69,"No","Yes","No","No",0,51855
"8621-MNIHH",1,"Q3","Yes",1,34,"None","Yes","2.88","Yes","Yes","Fiber Optic",4,"No","Yes","Yes","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","94.25","3217.55","0.00","0.00","97.92","3315.47",1,"Churned","Yes",1,88,3369,"Competitor","Competitor had better devices","United States","California","Madison","95653","38.674276, -121.961866","38.67427600","-121.96186600","Female",75,"No","Yes","Yes","No",0,844
"5419-CONWX",1,"Q3","No",0,4,"None","Yes","12.68","No","Yes","Fiber Optic",10,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","99.80","442.85","0.00","0.00","50.72","493.57",1,"Churned","Yes",1,89,2268,"Competitor","Competitor had better devices","United States","California","Pleasant Grove","95668","38.833554, -121.498102","38.83355400","-121.49810200","Female",65,"No","Yes","No","No",0,901
"7024-OHCCK",1,"Q3","No",0,2,"None","Yes","19.27","Yes","Yes","Fiber Optic",18,"No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","93.85","170.85","0.00","0.00","38.54","209.39",3,"Churned","Yes",1,72,4193,"Other","Poor expertise of online support","United States","California","Sheridan","95681","38.984756, -121.345074","38.98475600","-121.34507400","Female",77,"No","Yes","No","No",0,1219
"5357-TZHPP",1,"Q3","No",0,9,"None","Yes","30.80","Yes","Yes","Fiber Optic",18,"No","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Credit Card","84.40","732.50","0.00","0.00","277.20","1009.70",2,"Churned","Yes",1,83,5745,"Attitude","Attitude of support person","United States","California","Wheatland","95692","39.043387, -121.409837","39.04338700","-121.40983700","Male",67,"No","Yes","No","No",0,3600
"0506-LVNGN",1,"Q3","No",0,5,"None","Yes","42.33","No","Yes","Fiber Optic",9,"No","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","75.55","349.65","0.00","0.00","211.65","561.30",1,"Churned","Yes",1,90,4028,"Competitor","Competitor had better devices","United States","California","Rancho Cordova","95742","38.591134, -121.161585","38.59113400","-121.16158500","Female",78,"No","Yes","No","No",0,299
"9809-IMGCQ",1,"Q3","No",0,22,"Offer D","Yes","40.18","Yes","Yes","Fiber Optic",8,"No","No","No","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","96.70","2082.95","0.00","100.00","883.96","3066.91",1,"Churned","Yes",1,93,4458,"Competitor","Competitor made better offer","United States","California","Canyon Dam","95923","40.171312, -121.120605","40.17131200","-121.12060500","Male",65,"No","Yes","No","No",0,86
"3254-YRILK",1,"Q3","No",0,19,"Offer D","Yes","39.97","Yes","Yes","Fiber Optic",9,"No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","88.20","1775.80","0.00","0.00","759.43","2535.23",1,"Churned","Yes",1,69,5683,"Competitor","Competitor had better devices","United States","California","Dobbins","95935","39.381174, -121.21191","39.38117400","-121.21191000","Male",74,"No","Yes","No","No",0,614
"0529-ONKER",1,"Q3","No",0,15,"Offer D","Yes","46.38","Yes","Yes","Fiber Optic",19,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","75.65","1146.65","0.00","0.00","695.70","1842.35",3,"Churned","Yes",1,96,2099,"Attitude","Attitude of support person","United States","California","Forest Ranch","95942","40.077028, -121.494168","40.07702800","-121.49416800","Male",70,"No","Yes","No","No",0,1351
"5240-IJOQT",1,"Q3","No",0,1,"None","Yes","11.34","Yes","Yes","Fiber Optic",20,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","74.70","74.70","0.00","0.00","11.34","86.04",1,"Churned","Yes",1,88,3348,"Competitor","Competitor had better devices","United States","California","Grass Valley","95949","39.099204, -121.137962","39.09920400","-121.13796200","Male",69,"No","Yes","No","No",0,17922
"0661-XEYAN",1,"Q3","No",0,1,"None","No","0.00","No","Yes","DSL",26,"No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check","25.80","25.80","0.00","20.00","0.00","45.80",1,"Churned","Yes",1,90,3884,"Competitor","Competitor had better devices","United States","California","Nevada City","95959","39.333737, -120.858667","39.33373700","-120.85866700","Female",76,"No","Yes","No","No",0,17269
"2660-EMUBI",1,"Q3","No",0,10,"Offer D","Yes","41.37","Yes","Yes","Fiber Optic",14,"No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","95.35","898.35","0.00","0.00","413.70","1312.05",1,"Churned","Yes",1,75,5353,"Competitor","Competitor made better offer","United States","California","Escondido","92027","33.141265, -116.967221","33.14126500","-116.96722100","Male",71,"No","Yes","No","No",0,48690
"7675-OZCZG",1,"Q3","No",0,3,"None","Yes","30.14","No","Yes","DSL",6,"No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","45.00","127.10","0.00","10.00","90.42","227.52",3,"Churned","Yes",1,77,4145,"Competitor","Competitor made better offer","United States","California","Fallbrook","92028","33.362575, -117.299644","33.36257500","-117.29964400","Female",76,"No","Yes","No","No",0,42239
"9391-EOYLI",1,"Q3","Yes",1,12,"Offer D","Yes","6.97","No","Yes","Fiber Optic",19,"No","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","80.45","950.20","0.00","0.00","83.64","1033.84",2,"Churned","Yes",1,69,5374,"Competitor","Competitor made better offer","United States","California","Lewiston","96052","40.704293, -122.803899","40.70429300","-122.80389900","Male",77,"No","Yes","Yes","No",0,1845
"2761-OCIAX",1,"Q3","No",0,2,"None","Yes","6.51","No","Yes","Fiber Optic",11,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","74.70","165.40","0.00","0.00","13.02","178.42",2,"Churned","Yes",1,81,2803,"Competitor","Competitor made better offer","United States","California","Palo Cedro","96073","40.582399, -122.195512","40.58239900","-122.19551200","Male",74,"No","Yes","No","No",0,4931
"3068-OMWZA",1,"Q3","No",0,1,"None","Yes","49.60","Yes","Yes","Fiber Optic",20,"No","No","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal","88.80","88.80","0.00","10.00","49.60","148.40",1,"Churned","Yes",1,91,3106,"Competitor","Competitor made better offer","United States","California","Round Mountain","96084","40.923558, -122.059933","40.92355800","-122.05993300","Male",77,"No","Yes","No","No",0,459
"4154-AQUGT",1,"Q3","Yes",1,13,"Offer D","Yes","1.47","No","Yes","Fiber Optic",5,"No","Yes","No","Yes","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.05","1169.35","0.00","0.00","19.11","1188.46",1,"Churned","Yes",1,82,3861,"Competitor","Competitor made better offer","United States","California","San Diego","92130","32.957195, -117.202542","32.95719500","-117.20254200","Male",76,"No","Yes","Yes","No",0,28201
"8017-LXHFA",1,"Q3","No",0,23,"Offer D","Yes","31.17","No","Yes","Fiber Optic",23,"No","Yes","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","94.75","2293.60","0.00","0.00","716.91","3010.51",2,"Churned","Yes",1,95,2740,"Competitor","Competitor made better offer","United States","California","San Diego","92130","32.957195, -117.202542","32.95719500","-117.20254200","Female",77,"No","Yes","No","No",0,28201
